composer,path,filename,file_kb,md5,parse_ok,error,duration_s,n_instruments,n_notes,has_drums,pitch_min,pitch_max,pitch_mean,pitch_std,velocity_mean,notes_per_sec,tempo_est,n_windows
Bach,data/Bach/Bwv001- 400 Chorales/041800b_.mid,041800b_.mid,2.578125,89d502481ee699ddfd36c69a662d0b36,True,,42.5,4.0,275.0,False,40.0,76.0,60.81454545454545,7.199379220253979,96.0,6.470588235294118,184.6153846153846,1.0
Bach,data/Bach/Bwv001- 400 Chorales/041900b_.mid,041900b_.mid,2.54296875,c0fb25f117fe67df1530e4606b47e179,True,,42.5,4.0,271.0,False,45.0,76.0,61.43173431734317,7.084228906957022,96.0,6.376470588235295,161.68421052631578,1.0
Bach,data/Bach/Bwv001- 400 Chorales/042000b_.mid,042000b_.mid,1.9013671875,23c86f52d71c5f0012cd32ecba310241,True,,27.5,4.0,198.0,False,38.0,76.0,61.43939393939394,9.322172094634569,96.0,7.2,187.07692307692307,1.0
Bach,data/Bach/Bwv001- 400 Chorales/042100b_.mid,042100b_.mid,1.7431640625,580a0e384e50066023eb08e292755385,True,,29.999991999999995,4.0,180.0,False,43.0,76.0,62.91111111111111,8.130388052026989,96.0,6.000001600000427,143.0000381333435,1.0
Bach,data/Bach/Bwv001- 400 Chorales/042200b_.mid,042200b_.mid,2.0556640625,0536114418089da02e5db53698a118d9,True,,35.454536,4.0,216.0,False,43.0,76.0,61.129629629629626,8.109884906468102,96.0,6.092309316923511,143.4074456493929,1.0
Bach,data/Bach/Bwv001- 400 Chorales/042300b_.mid,042300b_.mid,2.6884765625,facd2e2de5193394179891ae47f003fb,True,,43.636351999999995,4.0,288.0,False,38.0,77.0,61.229166666666664,8.368026740383767,96.0,6.60000176000047,157.66670871112237,1.0
Bach,data/Bach/Bwv001- 400 Chorales/042400b_.mid,042400b_.mid,1.771484375,f80dd6573c411f1f181fcb3898c189b7,True,,31.875,4.0,181.0,False,40.0,77.0,62.84530386740332,8.700564695043475,96.0,5.67843137254902,182.39999999999998,1.0
Bach,data/Bach/Bwv001- 400 Chorales/042500b_.mid,042500b_.mid,4.728515625,f45e3a20eeb6541ee74f1086c0669dbf,True,,70.909072,4.0,517.0,False,36.0,74.0,59.08317214700193,7.239936468842797,96.0,7.291027585299664,171.4639632494967,3.0
Bach,data/Bach/Bwv001- 400 Chorales/042600b_.mid,042600b_.mid,2.5556640625,c71712e702f82487c8c968a5b7acca2e,True,,42.666624,4.0,272.0,False,42.0,76.0,61.27205882352941,8.207750024649144,96.0,6.375006375006375,158.82368823545295,1.0
Bach,data/Bach/Bwv001- 400 Chorales/042700b_.mid,042700b_.mid,1.943359375,4241040c9b8611fda3ffd07cca564b56,True,,37.5,4.0,201.0,False,39.0,75.0,59.65174129353234,8.287622458982021,96.0,5.36,137.14285714285714,1.0
Bach,data/Bach/Bwv001- 400 Chorales/042800b_.mid,042800b_.mid,2.578125,a0c113fc8b03892ddf6d4c7831d96b25,True,,36.923072000000005,4.0,275.0,False,38.0,74.0,59.92,8.363609486122822,96.0,7.4479176597223535,202.2222491851888,1.0
Bach,data/Bach/Bwv001- 400 Chorales/042900b_.mid,042900b_.mid,2.68359375,468be354b93cc113fc3d4c7480e840a7,True,,41.739072,4.0,287.0,False,40.0,76.0,62.02787456445993,7.96853065805594,96.0,6.876051293138477,184.00025760036056,1.0
Bach,data/Bach/Bwv001- 400 Chorales/043000b_.mid,043000b_.mid,2.7626953125,00149e6601a829eacb59890fab6a4e5b,True,,41.739072,4.0,296.0,False,42.0,76.0,61.58445945945946,7.983066646733842,96.0,7.0916765950139,184.00025760036064,1.0
Bach,data/Bach/Bwv001- 400 Chorales/043100b_.mid,043100b_.mid,1.66796875,ff09fd543fa2d859f896e8b3a4b5ea23,True,,25.0,4.0,171.0,False,41.0,72.0,58.333333333333336,7.713434774689666,96.0,6.84,189.17647058823528,1.0
Bach,data/Bach/Bwv001- 400 Chorales/043200b_.mid,043200b_.mid,1.716796875,569183e56c80b814d521eb38ef248811,True,,23.478228,4.0,177.0,False,43.0,74.0,60.02824858757062,7.413858894814193,96.0,7.538899443348109,168.91826927246223,1.0
Bach,data/Bach/Bwv001- 400 Chorales/043300b_.mid,043300b_.mid,3.74609375,bdabad693113c034836b7764dda147e7,True,,72.5,4.0,403.0,False,42.0,72.0,60.049627791563275,7.064222836118233,96.0,5.558620689655172,159.31914893617022,3.0
Bach,data/Bach/Bwv001- 400 Chorales/043400b_.mid,043400b_.mid,2.47265625,bf327a6b0e6b345cf4703d78f288fc7e,True,,40.666626,4.0,263.0,False,45.0,77.0,61.152091254752854,6.9882890495157195,96.0,6.46721958197368,145.00014500014495,1.0
Bach,data/Bach/Bwv001- 400 Chorales/043500b_.mid,043500b_.mid,2.0595703125,c326b057e073d9fbefebeb0c4a969def,True,,31.304304000000002,4.0,216.0,False,40.0,72.0,59.2037037037037,6.932557728064674,96.0,6.900009660013524,179.1581455582459,1.0
Bach,data/Bach/Bwv001- 400 Chorales/043600b_.mid,043600b_.mid,3.021484375,5f43131a80a80d3e4e0b3f3631a4907f,True,,59.31816599999999,4.0,325.0,False,42.0,76.0,60.80307692307692,7.408393768209954,96.0,5.478928664112779,144.94121512157906,2.0
Bach,data/Bach/Bwv001- 400 Chorales/043700b_.mid,043700b_.mid,5.4443359375,b892f4aa35bf2725ef24c2643d8bf2ae,True,,80.0,4.0,600.0,False,38.0,76.0,57.465,7.9824040864892325,96.0,7.5,176.6037735849056,4.0
Bach,data/Bach/Bwv001- 400 Chorales/043800b_.mid,043800b_.mid,1.55859375,e17323db597abc7d601a88b54d8d5fce,True,,22.5,4.0,159.0,False,41.0,77.0,61.660377358490564,7.268290905556082,96.0,7.066666666666666,185.6,1.0
Bach,data/Bach/Bwv001- 400 Chorales/051000b_.mid,051000b_.mid,2.5556640625,4110696b7204a35b781bd1e51cf3896b,True,,47.727259999999994,4.0,269.0,False,36.0,79.0,62.193308550185876,10.189277102125772,96.0,5.636191979175004,140.80003754667672,2.0
Bach,data/Bach/Bwv001- 400 Chorales/060600b_.mid,060600b_.mid,3.0087890625,a3986a92c78aa3b620005c04af091fb4,True,,27.5,4.0,323.0,False,38.0,74.0,60.56965944272446,7.90328196563258,96.0,11.745454545454546,192.0,1.0
Bach,data/Bach/Bwv001- 400 Chorales/060800b_ .mid,060800b_ .mid,6.310546875,199610362139fab3803f738d9208658a,True,,75.68179799999999,4.0,698.0,False,40.0,81.0,61.931232091690546,8.158766545737944,96.0,9.2228252822429,264.0302807789183,4.0
Bach,data/Bach/Bwv001- 400 Chorales/060800qt .mid,060800qt .mid,6.92578125,a372cd7ff410b1b23454884c2764893b,True,,75.68179799999999,5.0,764.0,False,40.0,81.0,61.781413612565444,7.863236753560026,96.0,10.094897586867587,264.0302807789183,4.0
Bach,data/Bach/Bwv001- 400 Chorales/064200b_.mid,064200b_.mid,5.8935546875,1e60f465edc58dbae13f0fe3a33c07a3,True,,81.6,4.0,651.0,False,36.0,76.0,58.07834101382488,7.461010236252241,96.0,7.977941176470589,200.00000000000014,4.0
Bach,data/Bach/Bwv001- 400 Chorales/064500b_.mid,064500b_.mid,14.451171875,ac243454dc3935d64780af6ab72d118f,True,,236.84190000000004,5.0,1614.0,False,24.0,77.0,52.64188351920694,12.723954340078013,96.0,6.814672572716229,150.63252129368618,14.0
Bach,data/Bach/Bwv001- 400 Chorales/064600b_.mid,064600b_.mid,6.8505859375,eebf4e2309b9e574dd61cc2089727296,True,,111.666622,3.0,763.0,False,38.0,76.0,60.677588466579294,8.084148426609822,96.0,6.8328385540309435,281.8842826378829,6.0
Bach,data/Bach/Bwv001- 400 Chorales/064700b_.mid,064700b_.mid,10.64453125,5389b14a4ea2570c712a13d024abac6a,True,,279.0696,4.0,1188.0,False,36.0,79.0,61.494107744107744,10.48579922959336,96.0,4.257002554201533,111.80006708004002,17.0
Bach,data/Bach/Bwv001- 400 Chorales/064800b_.mid,064800b_.mid,3.943359375,26b5602a466e9e12d085e46ae7730d7d,True,,86.4,4.0,428.0,False,24.0,74.0,54.782710280373834,13.015877440709733,96.0,4.953703703703703,145.45454545454547,4.0
Bach,data/Bach/Bwv001- 400 Chorales/064900b_.mid,064900b_.mid,8.2607421875,195002fa221e40546d94063f7a1618b9,True,,131.11098,3.0,922.0,False,41.0,77.0,58.140997830802604,6.836776133386482,96.0,7.03221042204093,212.23277037230457,7.0
Bach,data/Bach/Bwv001- 400 Chorales/065000b_.mid,065000b_.mid,12.263671875,7408a0fe08adf148c7fe9fb8e83e2f18,True,,212.142645,4.0,1369.0,False,38.0,84.0,62.89627465303141,11.00837290080168,96.0,6.45320510640376,166.43818296710828,13.0
Bach,data/Bach/Bwv001- 400 Chorales/065100b_.mid,065100b_.mid,26.6875,32be54bcdca0b24e3bd7075659b697d3,True,,318.0,7.0,2994.0,False,24.0,84.0,63.31763527054108,10.619031843526326,96.0,9.415094339622641,160.0,20.0
Bach,data/Bach/Bwv001- 400 Chorales/065200b_.mid,065200b_.mid,24.0654296875,2b5965ab022e0910bea5319adacf8b89,True,,522.608565,5.0,2716.0,False,24.0,79.0,56.93519882179676,11.648202927515802,96.0,5.197006290932105,272.07589740286045,33.0
Bach,data/Bach/Bwv001- 400 Chorales/065300b_.mid,065300b_.mid,12.759765625,5b3fcec3ab0a54f259c980e4b68ba15c,True,,249.0,5.0,1432.0,False,24.0,83.0,58.72835195530726,13.98096593433848,96.0,5.751004016064257,157.89473684210526,15.0
Bach,data/Bach/Bwv001- 400 Chorales/065400b_.mid,065400b_.mid,17.5078125,08b63d81f17474eb7b7265c4bb3e09e5,True,,252.390951,5.0,1967.0,False,24.0,79.0,54.746314184036606,11.562838877054064,96.0,7.7934648298860765,180.7721829056175,15.0
Bach,data/Bach/Bwv001- 400 Chorales/065500b_.mid,065500b_.mid,20.3369140625,3d9b858622ce0f51833c314aa8e91eb0,True,,244.166569,6.0,2277.0,False,24.0,84.0,63.72595520421607,14.127206083003522,96.0,9.325600999864973,282.27990565807625,15.0
Bach,data/Bach/Bwv001- 400 Chorales/065600b_.mid,065600b_.mid,24.349609375,59fb309a8671f05682ea5f4fcf5a7432,True,,595.433949,6.0,2731.0,False,28.0,83.0,61.813255217868914,9.951783431526325,96.0,4.5865708607756925,169.55419707638677,38.0
Bach,data/Bach/Bwv001- 400 Chorales/065700b_.mid,065700b_.mid,16.669921875,42c1d9319eb2cb37419aa13aa2233e10,True,,219.23055,5.0,1867.0,False,24.0,76.0,54.197643277986074,10.904269362116741,96.0,8.516148867026061,153.5239630477728,13.0
Bach,data/Bach/Bwv001- 400 Chorales/065800b_.mid,065800b_.mid,10.9775390625,0325bc4d7de672c42492d401f585e472,True,,195.0,5.0,1220.0,False,36.0,84.0,60.041803278688526,11.127092473423613,96.0,6.256410256410256,192.0,12.0
Bach,data/Bach/Bwv001- 400 Chorales/065900b_.mid,065900b_.mid,8.33203125,862099324bf0e335d59b99f762f1aadf,True,,153.333318,4.0,925.0,False,36.0,84.0,61.12972972972973,9.981519812372854,96.0,6.032609298913104,199.72989010285934,9.0
Bach,data/Bach/Bwv001- 400 Chorales/066000b_.mid,066000b_.mid,12.3154296875,7074253ecf65badf7de51d0058b69d20,True,,229.09084799999997,4.0,1386.0,False,24.0,79.0,50.678210678210675,10.420678256546742,96.0,6.050001613333764,160.60599413574934,14.0
Bach,data/Bach/Bwv001- 400 Chorales/066100b_.mid,066100b_.mid,12.08203125,1b3cac6da43d32a0b84404acffe74ea7,True,,159.999776,5.0,1347.0,False,30.0,84.0,63.59836674090572,10.201012963618485,96.0,8.4187617862665,276.00038640054095,9.0
Bach,data/Bach/Bwv001- 400 Chorales/066200b_.mid,066200b_.mid,17.1826171875,1bcd2bd55f615bc16d116adb4689103a,True,,281.738952,5.0,1931.0,False,27.0,81.0,58.9694458829622,11.787590076299942,96.0,6.853862365470857,183.67017756205493,17.0
Bach,data/Bach/Bwv001- 400 Chorales/066300b_.mid,066300b_.mid,23.7421875,6b9a544adb73bfd8d97935e576b402fd,True,,345.4542,5.0,2652.0,False,24.0,84.0,60.792232277526395,12.285144740353973,96.0,7.67684978211294,261.9087501868418,22.0
Bach,data/Bach/Bwv001- 400 Chorales/066400b_.mid,066400b_.mid,25.4296875,fb90524b91490f6971a88e91e3060c38,True,,324.99987,4.0,2855.0,False,26.0,84.0,62.17968476357268,13.654850010062304,96.0,8.784618898462945,285.9308785787525,20.0
Bach,data/Bach/Bwv001- 400 Chorales/066500b_.mid,066500b_.mid,12.1669921875,7afe797d97c866230ec2e1976d6823b3,True,,173.33326399999999,8.0,1347.0,False,36.0,81.0,58.069042316258354,8.724207039419557,96.0,7.771156954616629,285.9884729518502,10.0
Bach,data/Bach/Bwv001- 400 Chorales/066600b_.mid,066600b_.mid,9.56640625,fea8a42d930d600b417678d823abcba2,True,,176.5821225,5.0,1063.0,False,28.0,83.0,58.41486359360301,8.623517100505474,96.0,6.019861948369094,157.2162976270539,10.0
Bach,data/Bach/Bwv001- 400 Chorales/066700b_.mid,066700b_.mid,9.056640625,d6b015801e0383d77358d055ec993c4d,True,,132.0,7.0,996.0,False,36.0,84.0,63.59939759036145,8.525602808691033,96.0,7.545454545454546,163.6363636363637,7.0
Bach,data/Bach/Bwv001- 400 Chorales/066800b_.mid,066800b_.mid,5.2705078125,1def2d10eb0823a73c380d004c87ca0a,True,,153.0,5.0,576.0,False,26.0,72.0,53.583333333333336,10.812158793588715,96.0,3.764705882352941,80.0,9.0
Bach,data/Bach/Bwv001- 400 Chorales/066800com.mid,066800com.mid,9.478515625,1111e39ea8102c60962fd4893bec7d48,True,,270.0,5.0,1053.0,False,26.0,74.0,52.68945868945869,11.245657724459733,96.0,3.9,80.0,17.0
Bach,data/Bach/Bwv001- 400 Chorales/069000b_.mid,069000b_.mid,7.22265625,e8783dbd6c07829354e15375eac63b37,True,,102.499959,5.0,795.0,False,36.0,76.0,60.749685534591194,9.048519627446321,96.0,7.756100663415875,288.0001152000461,5.0
Bach,data/Bach/Bwv001- 400 Chorales/069100b_.mid,069100b_.mid,2.501953125,d11d1f2aca24bf595783211b887f20d8,True,,106.0,3.0,269.0,False,44.0,81.0,62.657992565055764,9.018060218062363,96.0,2.5377358490566038,116.36363636363636,6.0
Bach,data/Bach/Bwv001- 400 Chorales/069100orn.mid,069100orn.mid,3.5078125,b8aec0660a3312c83a69aafc236d25ec,True,,108.0,4.0,394.0,False,44.0,81.0,64.59644670050761,8.47612877130042,96.0,3.6481481481481484,157.5,6.0
Bach,data/Bach/Bwv001- 400 Chorales/069400b_.mid,069400b_.mid,14.5654296875,e6f15057211edecf8b505875223ad189,True,,188.275815,5.0,1629.0,False,31.0,84.0,65.35788827501534,10.483239601617178,96.0,8.652199965247794,174.00004350001103,11.0
Bach,data/Bach/Bwv001- 400 Chorales/070000b_.mid,070000b_.mid,7.453125,58f5a0bb1da3aea41a924cc29473901c,True,,145.0,5.0,824.0,False,36.0,79.0,61.93446601941748,9.417143861132871,96.0,5.682758620689655,185.26315789473676,8.0
Bach,data/Bach/Bwv001- 400 Chorales/070100b_.mid,070100b_.mid,5.5380859375,d5f238706efe4f0263eca99dfc68d07c,True,,67.5,3.0,614.0,False,36.0,84.0,64.19055374592834,9.539281483650122,95.0,9.096296296296297,192.0,3.0
Bach,data/Bach/Bwv001- 400 Chorales/073300b_.mid,073300b_.mid,14.7509765625,ad8d68bb36cc13084acf42fc8e21dec9,True,,249.99975,5.0,1652.0,False,38.0,84.0,61.3680387409201,9.549927184461845,96.0,6.608006608006608,260.86362720026085,15.0
Bach,data/Bach/Bwv001- 400 Chorales/073800b_.mid,073800b_.mid,4.326171875,07fb93c334864eb9ebf5a5b072744094,True,,69.81817600000001,5.0,468.0,False,38.0,79.0,59.60470085470085,8.446901730346815,96.0,6.703125558593796,165.0048478764037,3.0
Bach,data/Bach/Bwv001- 400 Chorales/076901b_.mid,076901b_.mid,6.3251953125,53322c38db5773763778cfbb2c2dd42b,True,,81.0,3.0,702.0,False,36.0,81.0,61.623931623931625,8.470723668678385,96.0,8.666666666666666,160.0,4.0
Bach,data/Bach/Bwv001- 400 Chorales/076902b_.mid,076902b_.mid,5.181640625,6b8331d12f06b706412d97bc26b3567d,True,,62.72725599999999,3.0,573.0,False,48.0,84.0,68.45200698080279,6.535702751594036,96.0,9.134785044638333,176.000046933346,3.0
Bach,data/Bach/Bwv001- 400 Chorales/076903b_.mid,076903b_.mid,6.734375,8d21c98a370baf403159e935ee41ffab,True,,108.0,4.0,745.0,False,36.0,74.0,60.06845637583893,6.819780618490491,96.0,6.898148148148148,222.85714285714306,6.0
Bach,data/Bach/Bwv001- 400 Chorales/076904b_.mid,076904b_.mid,11.34765625,862c1a1df786d18ac4912de6112381e7,True,,168.0,4.0,1269.0,False,36.0,84.0,62.07249802994484,8.879516195460278,96.0,7.553571428571429,235.0706033376122,10.0
Bach,data/Bach/Bwv001- 400 Chorales/076905b_.mid,076905b_.mid,10.2197265625,bcdd505cf38c4c05aab7d00251d4e6e3,True,,155.454504,5.0,1137.0,False,36.0,84.0,60.79947229551451,9.662387052699792,96.0,7.314037038129176,176.00004693334583,9.0
Bach,data/Bach/Bwv001- 400 Chorales/109100b_.mid,109100b_.mid,4.666015625,e50c4931a96cb61af3cf27c3c420ba1a,True,,81.6,4.0,510.0,False,38.0,76.0,57.498039215686276,7.215111869720371,95.0,6.25,198.4905660377359,4.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv001.6.mid,Bwv001.6.mid,6.0283203125,4dae4e5f079ae337f5ab3cc8d321cf78,True,,67.89467800000001,7.0,657.0,False,41.0,77.0,61.61796042617961,8.475150180013117,96.0,9.676752572565405,137.7501193834367,3.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv001.mid,Bwv001.mid,95.345703125,b98a929bdeb013b6b599e26f3b65ddd3,True,,490.34470500000003,8.0,11297.0,False,36.0,88.0,66.53377002744091,9.164800629062476,96.0,23.03889464861255,171.70178983639704,31.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv002.6.mid,Bwv002.6.mid,2.4111328125,13a39ebe246cd6a72c33654cad47b5ae,True,,40.0,4.0,256.0,False,43.0,74.0,60.36328125,7.423362309856527,96.0,6.4,153.6,1.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv003.6.mid,Bwv003.6.mid,1.62890625,d5f6359fbe63b54d977ed236dbe3c122,True,,22.5,4.0,167.0,False,45.0,74.0,60.97604790419162,6.914319166095772,96.0,7.4222222222222225,174.0,1.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv003.6v.mid,Bwv003.6v.mid,1.62890625,d6d9ba53bbf14a5d2d0faeb2bbe86cf9,True,,22.5,4.0,167.0,False,45.0,74.0,60.97604790419162,6.914319166095771,96.0,7.4222222222222225,174.0,1.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv004.8.mid,Bwv004.8.mid,2.7451171875,8802b14bf446e133c709f4834f0b2103,True,,46.363623999999994,4.0,294.0,False,40.0,78.0,60.43877551020408,8.111551760915571,96.0,6.341178161569079,144.00003840001028,2.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv004.8v.mid,Bwv004.8v.mid,2.7451171875,59401fc5683309c05bf8efbf9ea966a3,True,,46.363623999999994,4.0,294.0,False,38.0,76.0,58.43877551020408,8.111551760915571,96.0,6.341178161569079,144.00003840001028,2.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv005.7.mid,Bwv005.7.mid,1.9013671875,5ce5d5a8d19a810989d50adb46985e37,True,,33.75,4.0,198.0,False,43.0,77.0,61.803030303030305,7.831985113447519,96.0,5.866666666666666,128.0,1.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv006.3.mid,Bwv006.3.mid,14.3349609375,bcdd2a5c86ea8ede695b1c1eddf78c86,True,,230.76920000000004,3.0,1611.0,False,41.0,77.0,58.18373680943513,6.9150926572500335,96.0,6.981000930800123,204.026605276637,14.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv006.6.mid,Bwv006.6.mid,1.6025390625,e04d86dce9580810519ef783975906fa,True,,23.478228,4.0,164.0,False,43.0,77.0,61.94512195121951,8.152698976098895,96.0,6.985194964458135,158.9093133821297,1.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv007.7.mid,Bwv007.7.mid,3.3271484375,7a82d304bed261f421bb5730d5708a62,True,,47.5,4.0,361.0,False,40.0,78.0,61.04709141274238,7.9743702060275234,96.0,7.6,156.0,2.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv008.6.mid,Bwv008.6.mid,3.5947265625,e6eecf36489f3a6fbd5d6cfecf919be3,True,,54.54543999999999,5.0,385.0,False,40.0,76.0,59.55064935064935,8.877706258348073,96.0,7.058335215556059,156.44448616297413,2.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv009.7.mid,Bwv009.7.mid,2.736328125,3249fcc06e0d3cf5225f86f4d7d92446,True,,39.13038,4.0,293.0,False,44.0,76.0,62.06143344709898,7.516283619378388,96.0,7.487788260681342,178.06476541970383,1.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv010.7.mid,Bwv010.7.mid,1.9609375,2de58334a5879268edaccaa6bb065d93,True,,56.170136,4.0,205.0,False,43.0,77.0,61.8390243902439,7.985257087627341,96.0,3.649626199943685,91.6501252551712,2.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv011.6.mid,Bwv011.6.mid,4.1044921875,31287efebe2f355595cb48ed6780d0eb,True,,56.25,5.0,446.0,False,38.0,74.0,56.53363228699551,6.865295109536103,96.0,7.928888888888889,170.18181818181816,2.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv012.7.mid,Bwv012.7.mid,2.9033203125,c0c12ebc68bcff24e84a7de2172d7e37,True,,37.5,5.0,309.0,False,41.0,84.0,65.41423948220064,10.33437368386657,96.0,8.24,175.05882352941177,1.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv013.6.mid,Bwv013.6.mid,2.4833984375,67febd49f60c6b962a9d59f5814f460e,True,,32.5,5.0,261.0,False,43.0,77.0,60.09578544061303,8.825382534117402,96.0,8.03076923076923,144.0,1.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv014.5.mid,Bwv014.5.mid,2.876953125,e5964bd246983ff39d86957cbb56bed7,True,,37.5,4.0,309.0,False,38.0,74.0,60.84466019417476,8.380618665772925,96.0,8.24,183.35135135135127,1.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv016.6.mid,Bwv016.6.mid,2.4111328125,a3f10733fc7ed11153649a0a1f856a40,True,,42.5,4.0,256.0,False,44.0,76.0,62.48046875,7.757028653438986,96.0,6.023529411764706,164.57142857142858,1.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv017.7.mid,Bwv017.7.mid,3.826171875,66a667898068f740e493cc2b16a57cfb,True,,85.625,4.0,417.0,False,42.0,76.0,61.594724220623505,7.608607455898256,96.0,4.87007299270073,100.8,4.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv018.5.mid,Bwv018.5.mid,2.9208984375,1fe1d0f23f0030fb06b9dddff9edd956,True,,45.0,4.0,314.0,False,39.0,74.0,57.796178343949045,7.615972867584665,96.0,6.977777777777778,171.42857142857144,2.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv018a.5.mid,Bwv018a.5.mid,2.859375,cbe745dc0a9e4ce4c6634b02fe938a1e,True,,45.0,4.0,307.0,False,41.0,76.0,59.755700325732896,7.6836213818003705,96.0,6.822222222222222,171.42857142857144,2.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv019.7.mid,Bwv019.7.mid,4.75,db22f6af3d278bc394110a565b5b1398,True,,40.5,7.0,513.0,False,43.0,84.0,65.84405458089668,10.558435221215674,96.0,12.666666666666666,137.14285714285714,1.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv019.7ch.mid,Bwv019.7ch.mid,2.6181640625,f37c63c255158d262579b747aa3b2643,True,,40.5,4.0,280.0,False,43.0,81.0,63.089285714285715,8.326113794464218,96.0,6.91358024691358,131.76470588235296,1.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv020.11.mid,Bwv020.11.mid,2.6484375,d8b99b9149a21b661e87322ebca6a980,True,,51.0,4.0,283.0,False,41.0,77.0,60.265017667844525,8.064037795363987,96.0,5.549019607843137,160.0,2.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv020.7.mid,Bwv020.7.mid,2.6484375,d8b99b9149a21b661e87322ebca6a980,True,,51.0,4.0,283.0,False,41.0,77.0,60.265017667844525,8.064037795363987,96.0,5.549019607843137,160.0,2.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv024.6.mid,Bwv024.6.mid,12.6689453125,bd7e2539678dd25309915163de08c73c,True,,81.0,8.0,1424.0,False,36.0,82.0,62.030196629213485,8.485600060591073,96.0,17.580246913580247,160.0,4.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv024.6s.mid,Bwv024.6s.mid,2.578125,4a29f239d6345b324cc7d1de60c3fd23,True,,38.181808,4.0,275.0,False,36.0,75.0,59.97818181818182,8.443150874775062,96.0,7.2023828730163855,158.14496970822387,1.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv025.6.mid,Bwv025.6.mid,2.662109375,69ca0ef32aff076ea1cc3bd8e642d9dd,True,,42.5,4.0,285.0,False,43.0,81.0,64.07368421052631,8.638845892618837,96.0,6.705882352941177,148.36363636363637,1.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv025.6v1.mid,Bwv025.6v1.mid,2.6708984375,5f0f521981be05359e6e8d537cd1b5a3,True,,42.5,4.0,286.0,False,43.0,81.0,64.07692307692308,8.623903131289165,96.0,6.729411764705882,148.36363636363637,1.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv025.6v2.mid,Bwv025.6v2.mid,2.6796875,c72b6e63ef45131a538e25abb7f3f0ae,True,,42.5,4.0,287.0,False,43.0,81.0,64.04878048780488,8.620799148298186,96.0,6.752941176470588,148.36363636363637,1.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv026.6.mid,Bwv026.6.mid,2.3115234375,fb404e42718943398f4705932aa86daf,True,,28.636355999999996,5.0,242.0,False,36.0,77.0,59.768595041322314,9.276523581688794,96.0,8.450795904339227,161.33337635556703,1.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv027.6.mid,Bwv027.6.mid,2.703125,2b81e7f838f754c45ba4be70101a2966,True,,81.428528,4.0,294.0,False,41.0,77.0,63.1156462585034,8.672826440088661,96.0,3.610528241404536,130.66673635559275,4.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv028.6.mid,Bwv028.6.mid,2.3759765625,ba6119d0cfac70473a00eb04a12f74d6,True,,47.857094999999994,4.0,252.0,False,43.0,76.0,61.91269841269841,7.912236696659531,96.0,5.265676907467953,144.00014400014405,2.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv029.8.mid,Bwv029.8.mid,7.369140625,01c95f9d6c745fc2536b4eb203452e3a,True,,69.82753500000001,8.0,807.0,False,38.0,83.0,62.287484510532835,9.752151835339966,96.0,11.557045512203745,198.85728868582123,3.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv029.8ch.mid,Bwv029.8ch.mid,4.705078125,978df14f3a30e07a0bee37a0e8a6ebad,True,,69.82753500000001,4.0,517.0,False,43.0,81.0,63.45067698259188,8.462226029102114,96.0,7.403956046851717,201.06681411566376,3.0
Bach,data/Bach/Bwv001- 400 Chorales/Bwv030.6.mid,Bwv030.6.mid,3.638671875,71113fdcd59bdebe50c16a7d90781a32,True,,45.6,5.0,393.0,False,40.0,78.0,60.348600508905854,8.705127284765526,96.0,8.618421052631579,200.0000000000003,2.0
